pf AMQTT Tor JumpRouting JumpMqtt
0.5 4.0 4.0 4.960530000000001 4.948113333333334
0.6 4.0 4.0 5.437666666666668 5.418230000000002
0.7 4.0 4.0 6.156926666666666 6.155193333333335
0.8 4.0 4.0 7.38779 7.370376666666665
0.9 4.0 4.0 9.522136666666666 9.507603333333332
