pf AMQTT Tor JumpRouting JumpMqtt
0.5 2.3106866666666663 4.0 4.96053 2.936716666666667
0.6 2.3106866666666663 4.0 5.437666666666666 3.24421
0.7 2.3106866666666663 4.0 6.156926666666667 3.7232933333333333
0.8 2.3106866666666663 4.0 7.38779 4.514906666666667
0.9 2.3106866666666663 4.0 9.522136666666666 5.90454
