Interval AMQTT Tor JumpRouting JumpMqtt
10 4621.373333333334 8000.0 9916.117666666665 5868.978
20 4621.373333333334 8000.0 9917.064 5866.543999999999
30 4621.373333333334 8000.0 9915.408 5869.970666666666
40 4621.373333333334 8000.0 9916.795333333333 5870.416666666668
50 4621.373333333334 8000.0 9916.855333333333 5868.280666666668
60 4621.373333333334 8000.0 9919.019999999999 5870.832666666666
