pf AMQTT Tor JumpRouting JumpMqtt
0.5 1276.7060380864966 7957.8260730068305 10544.375064079697 2181.3197008677766
0.6 1276.7060380864966 7957.8260730068305 11770.27416547278 2799.635184154259
0.7 1276.7060380864966 7957.8260730068305 13582.93321646349 3928.6086468262756
0.8 1276.7060380864966 7957.8260730068305 16899.052478601574 6009.144891209533
0.9 1276.7060380864966 7957.8260730068305 24014.30865645498 10529.34330940346
