pf AMQTT Tor JumpRouting JumpMqtt
0.5 462.13733333333323 800.0 992.1060000000001 587.3433333333335
0.6 462.13733333333323 800.0 1087.5333333333335 648.842
0.7 462.13733333333323 800.0 1231.3853333333334 744.6586666666665
0.8 462.13733333333323 800.0 1477.558 902.9813333333334
0.9 462.13733333333323 800.0 1904.4273333333333 1180.9079999999997
